theme,type,grammar_focus,text
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මම කවිය ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පුස්තකාලයේදී මිතුරා කතා පොත උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරෝ පාසල් පොත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන නිවසේදී මිතුරා කවිය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී අපි ගස ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පන්ති කාමරයේදී ළමයා මල් පැළය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයි පාසල් පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා ලිපිය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස නිවසේදී මම චිත්‍රය ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයි කතා පොත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පන්ති කාමරයේදී අපි පින්තූරය රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයි සටහන ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි මල් පැළය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයා පින්තූරය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී අපි චිත්‍රය කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා පාසල් පොත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයා පින්තූරය අඳියි.
ලිවීම,clean_sentence,ලිඛිත ප්‍රකාශනය,අපේ පාසල ගැන කෙටි සටහනක් ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයි මල් පැළය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී ළමයි සටහන ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් නිවසේදී මිතුරෝ චිත්‍රය සෙල්ලම් කරති.
වාක්‍ය සම්බන්ධ කිරීම,clean_sentence,සම්බන්ධක පද,අම්මා ආහාර සකස් කරයි ඒ නිසා තාත්තා මේසය සකස් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී මිතුරෝ චිත්‍රය උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පන්ති කාමරයේදී ළමයා පුවත්පත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් ක්‍රීඩා පිටියේදී ළමයා කවිය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරෝ සටහන සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද නිවසේදී ළමයි සටහන රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම පාසල් පොත ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා චිත්‍රය උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයා ලිපිය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ නිවසේදී මිතුරා පින්තූරය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පුස්තකාලයේදී අපි කතා පොත සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම මල් පැළය කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරෝ චිත්‍රය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයි ලිපිය රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී අපි සටහන ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා ලිපිය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයි කවිය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පාසලේදී මම පුවත්පත කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී ළමයා කවිය රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පුස්තකාලයේදී මිතුරෝ ලිපිය ලියති.
